id,任务分类,任务子类,下一个任务,任务序列,任务名称,任务名称,任务描述,神秘任务描述,神秘任务描述,任务完成次数,统计任务id,比较方式,比对值,开放条件,触发的value值,显示掉落,巡查活跃值增长,活跃值增长,积分增长,任务跳转,首页按钮显示顺序,奖励显示的任务简介,任务类型
102006,1,102,0,0,-1,0.0,20331006,-1,0,1,1110105,2,5,1&1,-1,4&1000097&680|4&3000000&1,0,0,-1,5&1,0,0,0
102007,1,102,0,0,-1,0.0,20331007,-1,0,1,1200101,2,5,1&1,-1,4&1000097&680|4&4200002&2,0,0,-1,12&0&1,0,0,0
102008,1,102,0,0,-1,0.0,20331008,-1,0,1,1200101,2,10,1&1,-1,4&1000097&680|4&4200002&2,0,0,-1,12&0&1,0,0,0
102009,1,102,0,0,-1,0.0,20331009,-1,0,1,1200101,2,15,1&1,-1,4&1000097&680|4&4200002&2,0,0,-1,12&0&1,0,0,0
102010,1,102,0,0,-1,0.0,20331010,-1,0,1,1202101,2,1,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,12&0&3,0,0,0
102011,1,102,0,0,-1,0.0,20331011,-1,0,1,1202101,2,2,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,12&0&3,0,0,0
102012,1,102,0,0,-1,0.0,20331012,-1,0,1,1202101,2,3,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,12&0&3,0,0,0
102013,1,102,0,0,-1,0.0,20331013,-1,0,1,1205101,2,2,1&1,-1,4&1000097&680|4&5001001&2,0,0,-1,24&0,0,0,0
102014,1,102,0,0,-1,0.0,20331014,-1,0,1,1301104,2,1,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&204,0,0,0
102015,1,102,0,0,-1,0.0,20331015,-1,0,1,1301104,2,3,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&204,0,0,0
102016,1,102,0,0,-1,0.0,20331016,-1,0,1,1301104,2,7,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&204,0,0,0
102017,1,102,0,0,-1,0.0,20331017,-1,0,1,1301102,2,2,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&203,0,0,0
102018,1,102,0,0,-1,0.0,20331018,-1,0,1,1301102,2,4,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&203,0,0,0
102019,1,102,0,0,-1,0.0,20331019,-1,0,1,1301102,2,8,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&203,0,0,0
102020,1,102,0,0,-1,0.0,20331020,-1,0,1,1301103,2,3,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&205,0,0,0
102021,1,102,0,0,-1,0.0,20331021,-1,0,1,1301103,2,6,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&205,0,0,0
102022,1,102,0,0,-1,0.0,20331022,-1,0,1,1301103,2,9,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&205,0,0,0
102023,1,102,0,0,-1,0.0,20331023,-1,0,1,1301101,2,1,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&201,0,0,0
102024,1,102,0,0,-1,0.0,20331024,-1,0,1,1301101,2,5,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&201,0,0,0
102025,1,102,0,0,-1,0.0,20331025,-1,0,1,1301101,2,10,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,14&201,0,0,0
102026,1,102,0,0,-1,0.0,20331026,-1,0,1,1110106,2,5,1&1,-1,4&1000097&680|4&1000008&50,0,0,-1,6&4,0,0,0
102027,1,102,0,0,-1,0.0,20331027,-1,0,1,1110106,2,20,1&1,-1,4&1000097&680|4&1000008&50,0,0,-1,6&4,0,0,0
102028,1,102,0,0,-1,0.0,20331028,-1,0,1,1110106,2,50,1&1,-1,4&1000097&680|4&1000008&50,0,0,-1,6&4,0,0,0
102029,1,102,0,0,-1,0.0,20331029,-1,0,1,1300106,2,1,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,10&0,0,0,0
102030,1,102,0,0,-1,0.0,20331030,-1,0,1,1300106,2,3,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,10&0,0,0,0
102031,1,102,0,0,-1,0.0,20331031,-1,0,1,1300106,2,5,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,10&0,0,0,0
102032,1,102,0,0,-1,0.0,20331032,-1,0,1,1510301,2,3,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,4&40001,0,0,0
102033,1,102,0,0,-1,0.0,20331033,-1,0,1,1510301,2,5,1&1,-1,4&1000097&680|4&1000001&10000,0,0,-1,4&40001,0,0,0
103001,1,103,0,0,-1,0.0,20332001,-1,0,1,1109801,2,300,1&1,-1,4&1000002&200,0,0,-1,0&0,0,0,0
103002,1,103,0,0,-1,0.0,20332002,-1,0,1,1109801,2,600,1&1,-1,4&8999994&20,0,0,-1,0&0,0,0,0
103003,1,103,0,0,-1,0.0,20332003,-1,0,1,1109801,2,900,1&1,-1,4&7000007&2,0,0,-1,0&0,0,0,0
103004,1,103,0,0,-1,0.0,20332004,-1,0,1,1109801,2,1200,1&1,-1,4&4600004&35,0,0,-1,0&0,0,0,0
103005,1,103,0,0,-1,0.0,20332005,-1,0,1,1109801,2,1500,1&1,-1,4&3000000&5,0,0,-1,0&0,0,0,0
200101,3,305,200102,1,-1,0.0,20333001,-1,0,1,100301,2,5,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,0&0,0,0,0
200102,3,305,200103,2,-1,0.0,20333002,-1,0,1,100301,2,10,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,0&0,0,0,0
200103,3,305,200104,3,-1,0.0,20333003,-1,0,1,100301,2,15,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,0&0,0,0,0
200104,3,305,200105,4,-1,0.0,20333004,-1,0,1,100301,2,20,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,0&0,0,0,0
200105,3,305,200106,5,-1,0.0,20333005,-1,0,1,100301,2,25,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,0&0,0,0,0
200106,3,305,200107,6,-1,0.0,20333006,-1,0,1,100301,2,30,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,0&0,0,0,0
200107,3,305,200108,7,-1,0.0,20333007,-1,0,1,100301,2,35,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,0&0,0,0,0
200108,3,305,200109,8,-1,0.0,20333008,-1,0,1,100301,2,40,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,0&0,0,0,0
200109,3,305,200110,9,-1,0.0,20333009,-1,0,1,100301,2,45,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,0&0,0,0,0
200110,3,305,200111,10,-1,0.0,20333010,-1,0,1,100301,2,50,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,0&0,0,0,0
200111,3,305,200112,11,-1,0.0,20333011,-1,0,1,100301,2,55,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,0&0,0,0,0
200112,3,305,200113,12,-1,0.0,20333012,-1,0,1,100301,2,60,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,0&0,0,0,0
200113,3,305,200114,13,-1,0.0,20333013,-1,0,1,100301,2,65,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,0&0,0,0,0
200114,3,305,200115,14,-1,0.0,20333014,-1,0,1,100301,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,0&0,0,0,0
200115,3,305,200116,15,-1,0.0,20333015,-1,0,1,100301,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,0&0,0,0,0
200116,3,305,0,16,-1,0.0,20333016,-1,0,1,100301,2,80,1&1,-1,4&1000002&100|4&11000004&1,0,0,-1,0&0,0,0,0
200135,3,305,200136,1,-1,0.0,20333035,-1,0,1,1300102,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,10&0,0,0,0
200136,3,305,200137,2,-1,0.0,20333036,-1,0,1,1300102,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,10&0,0,0,0
200137,3,305,200138,3,-1,0.0,20333037,-1,0,1,1300102,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,10&0,0,0,0
200138,3,305,200139,4,-1,0.0,20333038,-1,0,1,1300102,2,35,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,10&0,0,0,0
200139,3,305,0,5,-1,0.0,20333039,-1,0,1,1300102,2,50,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,10&0,0,0,0
200140,3,305,200141,1,-1,0.0,20333040,-1,0,1,1310206,2,5000,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,3&1,0,0,0
200141,3,305,200142,2,-1,0.0,20333041,-1,0,1,1310206,2,10000,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,3&1,0,0,0
200142,3,305,200143,3,-1,0.0,20333042,-1,0,1,1310206,2,20000,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,3&1,0,0,0
200143,3,305,200144,4,-1,0.0,20333043,-1,0,1,1310206,2,30000,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,3&1,0,0,0
200144,3,305,200145,5,-1,0.0,20333044,-1,0,1,1310206,2,40000,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,3&1,0,0,0
200145,3,305,200146,6,-1,0.0,20333045,-1,0,1,1310206,2,50000,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,3&1,0,0,0
200146,3,305,200147,7,-1,0.0,20333046,-1,0,1,1310206,2,60000,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,3&1,0,0,0
200147,3,305,200148,8,-1,0.0,20333047,-1,0,1,1310206,2,70000,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,3&1,0,0,0
200148,3,305,200149,9,-1,0.0,20333048,-1,0,1,1310206,2,80000,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,3&1,0,0,0
200149,3,305,200150,10,-1,0.0,20333049,-1,0,1,1310206,2,90000,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,3&1,0,0,0
200150,3,305,0,11,-1,0.0,20333050,-1,0,1,1310206,2,100000,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,3&1,0,0,0
200151,3,305,200152,1,-1,0.0,20333051,-1,0,1,1310205,2,50,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,3&1,0,0,0
200152,3,305,200153,2,-1,0.0,20333052,-1,0,1,1310205,2,100,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,3&1,0,0,0
200153,3,305,200154,3,-1,0.0,20333053,-1,0,1,1310205,2,200,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,3&1,0,0,0
200154,3,305,200155,4,-1,0.0,20333054,-1,0,1,1310205,2,300,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,3&1,0,0,0
200155,3,305,200156,5,-1,0.0,20333055,-1,0,1,1310205,2,400,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,3&1,0,0,0
200156,3,305,200157,6,-1,0.0,20333056,-1,0,1,1310205,2,500,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,3&1,0,0,0
200157,3,305,200158,7,-1,0.0,20333057,-1,0,1,1310205,2,600,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,3&1,0,0,0
200158,3,305,200159,8,-1,0.0,20333058,-1,0,1,1310205,2,700,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,3&1,0,0,0
200159,3,305,200160,9,-1,0.0,20333059,-1,0,1,1310205,2,800,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,3&1,0,0,0
200160,3,305,200161,10,-1,0.0,20333060,-1,0,1,1310205,2,900,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,3&1,0,0,0
200161,3,305,200162,11,-1,0.0,20333061,-1,0,1,1310205,2,1000,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,3&1,0,0,0
200162,3,305,0,12,-1,0.0,20333062,-1,0,1,1310205,2,1500,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,3&1,0,0,0
200163,3,305,200164,1,-1,0.0,20333063,-1,0,1,1310204,2,50,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,3&1,0,0,0
200164,3,305,200165,2,-1,0.0,20333064,-1,0,1,1310204,2,100,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,3&1,0,0,0
200165,3,305,200166,3,-1,0.0,20333065,-1,0,1,1310204,2,200,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,3&1,0,0,0
200166,3,305,200167,4,-1,0.0,20333066,-1,0,1,1310204,2,300,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,3&1,0,0,0
200167,3,305,0,5,-1,0.0,20333067,-1,0,1,1310204,2,500,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,3&1,0,0,0
200168,3,305,200169,1,-1,0.0,20333068,-1,0,1,1100203,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,0&0,0,0,0
200169,3,305,200170,2,-1,0.0,20333069,-1,0,1,1100203,2,2,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,0&0,0,0,0
200170,3,305,200171,3,-1,0.0,20333070,-1,0,1,1100203,2,3,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,0&0,0,0,0
200171,3,305,200172,4,-1,0.0,20333071,-1,0,1,1100203,2,4,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,0&0,0,0,0
200172,3,305,200173,5,-1,0.0,20333072,-1,0,1,1100203,2,5,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,0&0,0,0,0
200173,3,305,200174,6,-1,0.0,20333073,-1,0,1,1100203,2,6,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,0&0,0,0,0
200174,3,305,200175,7,-1,0.0,20333074,-1,0,1,1100203,2,7,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,0&0,0,0,0
200175,3,305,200176,8,-1,0.0,20333075,-1,0,1,1100203,2,15,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,0&0,0,0,0
200176,3,305,200177,9,-1,0.0,20333076,-1,0,1,1100203,2,30,1&1,-1,4&7000007&10,0,0,-1,0&0,0,0,0
200177,3,305,200178,10,-1,0.0,20333077,-1,0,1,1100203,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,0&0,0,0,0
200178,3,305,200179,11,-1,0.0,20333078,-1,0,1,1100203,2,100,1&1,-1,4&7000007&10,0,0,-1,0&0,0,0,0
200179,3,305,200180,12,-1,0.0,20333079,-1,0,1,1100203,2,200,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,0&0,0,0,0
200180,3,305,0,13,-1,0.0,20333080,-1,0,1,1100203,2,365,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,0&0,0,0,0
200181,3,305,200182,1,-1,0.0,20333081,-1,0,1,1110102,2,10,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,5&7,0,0,0
200182,3,305,200183,2,-1,0.0,20333082,-1,0,1,1110102,2,100,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,5&7,0,0,0
200183,3,305,0,3,-1,0.0,20333083,-1,0,1,1110102,2,1000,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,5&7,0,0,0
202001,3,302,202002,1,-1,0.0,20334001,-1,0,1,1206101,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,12&0&1,0,0,0
202002,3,302,202003,2,-1,0.0,20334002,-1,0,1,1206101,2,10,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,12&0&1,0,0,0
202003,3,302,0,3,-1,0.0,20334003,-1,0,1,1206101,2,20,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,12&0&1,0,0,0
202004,3,302,202005,1,-1,0.0,20334004,-1,0,1,1204101,2,2,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,24&0,0,0,0
202005,3,302,202006,2,-1,0.0,20334005,-1,0,1,1204101,2,4,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,24&0,0,0,0
202006,3,302,0,3,-1,0.0,20334006,-1,0,1,1204101,2,10,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,24&0,0,0,0
202007,3,302,202008,1,-1,0.0,20334007,-1,0,1,1203102,2,10,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,12&0&2,0,0,0
202008,3,302,202009,2,-1,0.0,20334008,-1,0,1,1203102,2,30,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,12&0&2,0,0,0
202009,3,302,202010,3,-1,0.0,20334009,-1,0,1,1203102,2,50,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,12&0&2,0,0,0
202010,3,302,202011,4,-1,0.0,20334010,-1,0,1,1203102,2,70,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,12&0&2,0,0,0
202011,3,302,202012,5,-1,0.0,20334011,-1,0,1,1203102,2,90,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,12&0&2,0,0,0
202012,3,302,202013,6,-1,0.0,20334012,-1,0,1,1203102,2,110,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,12&0&2,0,0,0
202013,3,302,202014,7,-1,0.0,20334013,-1,0,1,1203102,2,130,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,12&0&2,0,0,0
202014,3,302,0,8,-1,0.0,20334014,-1,0,1,1203102,2,150,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,12&0&2,0,0,0
202015,3,302,202016,1,-1,0.0,20334015,-1,0,1,1250202,2,5,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,23&0,0,0,0
202016,3,302,202017,2,-1,0.0,20334016,-1,0,1,1250202,2,30,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,23&0,0,0,0
202017,3,302,0,3,-1,0.0,20334017,-1,0,1,1250202,2,90,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,23&0,0,0,0
202018,3,302,202019,1,-1,0.0,20334018,-1,0,1,210401,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202019,3,302,202020,2,-1,0.0,20334019,-1,0,1,210401,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202020,3,302,202021,3,-1,0.0,20334020,-1,0,1,210401,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202021,3,302,202022,4,-1,0.0,20334021,-1,0,1,210401,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202022,3,302,202023,5,-1,0.0,20334022,-1,0,1,210401,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202023,3,302,202024,6,-1,0.0,20334023,-1,0,1,210401,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202024,3,302,202025,7,-1,0.0,20334024,-1,0,1,210401,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202025,3,302,202026,8,-1,0.0,20334025,-1,0,1,210401,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202026,3,302,202027,9,-1,0.0,20334026,-1,0,1,210401,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202027,3,302,202028,10,-1,0.0,20334027,-1,0,1,210401,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202028,3,302,202029,11,-1,0.0,20334028,-1,0,1,210401,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202029,3,302,202030,12,-1,0.0,20334029,-1,0,1,210401,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202030,3,302,202031,13,-1,0.0,20334030,-1,0,1,210401,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202031,3,302,202032,14,-1,0.0,20334031,-1,0,1,210401,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202032,3,302,202033,15,-1,0.0,20334032,-1,0,1,210401,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202033,3,302,202034,16,-1,0.0,20334033,-1,0,1,210401,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202034,3,302,0,17,-1,0.0,20334034,-1,0,1,210401,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202035,3,302,202036,1,-1,0.0,20334035,-1,0,1,210402,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202036,3,302,202037,2,-1,0.0,20334036,-1,0,1,210402,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202037,3,302,202038,3,-1,0.0,20334037,-1,0,1,210402,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202038,3,302,202039,4,-1,0.0,20334038,-1,0,1,210402,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202039,3,302,202040,5,-1,0.0,20334039,-1,0,1,210402,2,20,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
202040,3,302,202041,6,-1,0.0,20334040,-1,0,1,210402,2,25,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202041,3,302,202042,7,-1,0.0,20334041,-1,0,1,210402,2,30,1&1,-1,4&1000002&40|4&1000001&12000,0,0,-1,13&0,0,0,0
202042,3,302,202043,8,-1,0.0,20334042,-1,0,1,210402,2,35,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202043,3,302,202044,9,-1,0.0,20334043,-1,0,1,210402,2,40,1&1,-1,4&1000002&50|4&7000007&1,0,0,-1,13&0,0,0,0
202044,3,302,202045,10,-1,0.0,20334044,-1,0,1,210402,2,45,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202045,3,302,202046,11,-1,0.0,20334045,-1,0,1,210402,2,50,1&1,-1,4&1000002&60|4&7000007&1,0,0,-1,13&0,0,0,0
202046,3,302,202047,12,-1,0.0,20334046,-1,0,1,210402,2,55,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202047,3,302,202048,13,-1,0.0,20334047,-1,0,1,210402,2,60,1&1,-1,4&1000002&70|4&7000007&1,0,0,-1,13&0,0,0,0
202048,3,302,202049,14,-1,0.0,20334048,-1,0,1,210402,2,65,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202049,3,302,202050,15,-1,0.0,20334049,-1,0,1,210402,2,70,1&1,-1,4&1000002&80|4&7000007&1,0,0,-1,13&0,0,0,0
202050,3,302,202051,16,-1,0.0,20334050,-1,0,1,210402,2,75,1&1,-1,4&1000002&90|4&7000007&1,0,0,-1,13&0,0,0,0
202051,3,302,0,17,-1,0.0,20334051,-1,0,1,210402,2,80,1&1,-1,4&1000002&100|4&7000007&1,0,0,-1,13&0,0,0,0
202052,3,302,202053,1,-1,0.0,20334052,-1,0,1,210403,2,1,1&1,-1,4&1000002&10|4&1000001&5000,0,0,-1,13&0,0,0,0
202053,3,302,202054,2,-1,0.0,20334053,-1,0,1,210403,2,5,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202054,3,302,202055,3,-1,0.0,20334054,-1,0,1,210403,2,10,1&1,-1,4&1000002&20|4&1000001&7000,0,0,-1,13&0,0,0,0
202055,3,302,202056,4,-1,0.0,20334055,-1,0,1,210403,2,15,1&1,-1,4&1000002&30|4&1000001&10000,0,0,-1,13&0,0,0,0
